"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
546,"2/6/2023 23:13","en",NA,1,"1",1,"0",30,"2","0",0,NA,NA,"b","artistic","healthy","kind","sexy","kind","sexy","moral","moral","pathogen","moral","sex","pathogen",3,2,4,3,0,4,3,2,5,5,6,6,5,3,4,5,0,6,3,1,6,4,6,7,6,7,6,6,8,6,7,1,1,2,2,0,3,2,1,3.85714285714286,5,2,3.61904761904762,8.46169619358755
548,"2/24/2023 1:05","en",NA,1,"1",3,"1",25,"1","1",1,-1,NA,"a","wealthy","kind","sexy","sexy","artistic","artistic","moral","pathogen","sex","moral","sex","pathogen",5,6,5,6,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,5,6,2,2,2,3,2,3,2,3,2,4,2,0,1,2,1,2,2,2,5.42857142857143,5.71428571428571,5.57142857142857,5.57142857142857,4.75457087084658
549,"1/9/2023 21:14","pl",NA,1,"1",3,"1",23,"0","0",0,NA,NA,"b","wealthy","wealthy","sexy","kind","artistic","kind","sex","sex","pathogen","pathogen","sex","sex",4,1,2,5,0,2,2,0,1,0,1,1,2,3,2,1,2,4,3,0,1,8,9,8,6,6,8,9,7,9,6,1,0,2,1,2,0,2,4,2.42857142857143,1.85714285714286,1,1.76190476190476,8.66538641710873
550,"2/7/2023 1:06","en","Game",1,"1",2,"0",38,"1","1",2,5,5,"b","wealthy","artistic","kind","kind","artistic","kind","moral","sex","pathogen","moral","pathogen","sex",2,0,6,5,0,4,4,0,3,4,4,2,6,1,3,4,3,3,5,0,2,6,6,7,6,4,6,7,7,6,4,2,0,3,0,1,2,2,2,4.28571428571429,3.28571428571429,1.14285714285714,2.9047619047619,8.09919878275247
551,"2/6/2023 22:13","en","game",1,"1",0,"0",25,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","wealthy","artistic","sex","pathogen","sex","sex","sex","sex",5,4,5,5,4,4,5,4,4,4,4,3,4,3,3,4,3,2,3,3,4,6,8,9,7,6,8,9,10,7,8,4,0,0,0,2,0,1,5,4.28571428571429,3.57142857142857,3.57142857142857,3.80952380952381,9.16706182208375
553,"12/21/2022 15:24","pl",NA,1,"1",0,"0",32,"0","0",0,NA,NA,"b","artistic","wealthy","kind","kind","artistic","artistic","moral","moral","sex","sex","pathogen","moral",1,2,4,4,0,2,0,0,1,3,1,5,3,0,2,1,2,1,3,5,5,7,9,8,7,7,7,8,8,8,7,3,0,2,0,1,3,1,2,2.14285714285714,2.85714285714286,1.42857142857143,2.14285714285714,9.25583200268323
554,"2/7/2023 0:59","en","game",1,"1",0,"0",33,"1","1",4,9,16,"b","wealthy","wealthy","sexy","sexy","wealthy","wealthy","pathogen","sex","sex","moral","moral","pathogen",2,4,6,6,0,4,3,0,6,4,4,6,6,0,6,0,3,6,3,1,5,1,6,8,6,6,7,7,11,9,7,0,0,0,2,4,2,2,2,3.42857142857143,5.57142857142857,1.71428571428571,3.57142857142857,7.32437461639047
555,"2/1/2023 23:59","pl",NA,1,"1",0,"0",21,"0","0",0,NA,NA,"a","artistic","artistic","sexy","artistic","sexy","artistic","moral","sex","pathogen","pathogen","moral","moral",1,2,3,4,0,1,0,0,2,5,0,3,2,0,1,1,2,2,1,0,1,6,8,7,8,6,6,6,6,8,6,4,0,0,2,0,3,2,1,2,1.85714285714286,0.571428571428571,1.47619047619048,9.12245666515736
556,"2/24/2023 0:22","en","game",1,"1",1,"0",32,"1","0",0,NA,NA,"b","artistic","healthy","wealthy","kind","wealthy","kind","moral","pathogen","sex","pathogen","moral","sex",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,7,8,7,6,6,8,9,9,1,1,2,0,2,2,2,2,4,4,4,4,8.95486626370164
557,"2/23/2023 23:51","en","game",1,"1",6,"1",29,"1","1",1,1,NA,"b","wealthy","healthy","kind","sexy","kind","artistic","sex","sex","pathogen","moral","sex","sex",5,4,5,4,6,4,3,6,5,4,6,5,6,4,6,5,4,6,5,4,6,5,3,8,6,5,6,5,8,9,10,1,1,2,1,1,1,1,4,4.57142857142857,5.28571428571429,4.85714285714286,4.90476190476191,7.49391686592461
558,"2/13/2023 16:53","pl","AB12",1,"1",1,"0",23,"0","0",0,NA,NA,"b","artistic","artistic","wealthy","kind","healthy","healthy","pathogen","moral","moral","moral","sex","moral",0,0,5,5,0,6,0,0,6,5,0,4,6,0,3,6,6,0,5,0,0,9,10,9,6,5,9,10,10,8,6,2,2,1,0,1,4,1,1,3.85714285714286,3.42857142857143,0.857142857142857,2.71428571428571,7.91840319286138
559,"2/6/2023 22:02","en","Game",1,"1",4,"1",36,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","artistic","sex","sex","sex","moral","moral","moral",4,0,5,5,0,0,5,0,0,5,0,4,5,0,0,5,4,5,5,0,0,7,6,9,6,5,7,7,7,7,6,2,0,0,3,1,3,0,3,4.85714285714286,2,0.571428571428571,2.47619047619048,8.44707895049097
560,"2/7/2023 13:37","pl",NA,1,"1",0,"0",29,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","sexy","moral","pathogen","sex","moral","moral","sex",4,3,2,5,0,1,4,1,1,5,0,5,6,1,4,5,0,4,6,0,1,3,6,7,4,9,5,6,8,6,6,2,0,1,3,0,3,1,2,5,2.57142857142857,0.714285714285714,2.76190476190476,7.56239171391739
561,"2/17/2023 21:31","pl",NA,1,"1",0,"0",19,"0","0",0,NA,NA,"b","artistic","artistic","healthy","kind","artistic","artistic","moral","sex","moral","moral","moral","pathogen",3,2,4,4,0,3,1,0,4,3,0,5,5,0,5,1,5,5,5,1,4,8,4,10,1,4,8,9,7,9,6,4,1,1,0,0,4,1,1,3.14285714285714,4.28571428571429,1.14285714285714,2.85714285714286,6.16945888059014
562,"12/17/2022 0:25","pl",NA,1,"1",2,"0",26,"0","0",0,NA,NA,"b","artistic","artistic","kind","sexy","sexy","sexy","moral","sex","sex","pathogen","moral","moral",5,0,5,6,0,0,4,0,0,5,0,1,6,0,4,0,3,1,6,0,1,9,6,9,8,9,7,6,8,6,6,2,0,1,3,0,3,1,2,4.57142857142857,1.71428571428571,0.428571428571429,2.23809523809524,8.38809725706701
563,"12/28/2022 15:12","pl","AB12",1,"1",0,"0",22,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","sexy","kind","artistic","moral","moral","moral","moral","moral","moral",1,3,2,4,0,2,0,3,2,5,2,1,3,2,5,2,1,2,3,5,4,3,8,4,6,8,5,5,7,6,6,2,0,1,2,1,6,0,0,2.57142857142857,2.57142857142857,2.28571428571429,2.47619047619048,7.52006405233386
566,"2/12/2023 23:42","pl",NA,1,"1",5,"1",19,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","sexy","wealthy","artistic","sex","pathogen","pathogen","pathogen","moral","sex",5,1,5,5,0,2,3,0,2,6,0,0,1,0,5,6,6,6,3,3,6,9,4,2,1,3,9,7,4,6,6,3,0,0,1,2,1,3,2,4.14285714285714,3.71428571428571,1.42857142857143,3.0952380952381,5.12249220354014
570,"3/21/2023 13:23","en","game",1,"1",6,"1",32,"1","1",1,2,NA,"b","kind","healthy","artistic","kind","artistic","sexy","moral","sex","pathogen","pathogen","pathogen","sex",5,5,6,5,6,6,6,5,6,5,6,6,6,5,5,6,5,6,6,5,6,1,6,2,1,1,1,1,1,1,1,2,1,2,1,0,1,3,2,5.57142857142857,5.85714285714286,5.28571428571429,5.57142857142857,4.48150509575025
573,"2/18/2023 13:03","pl","AC3",1,"1",0,"0",20,"1","0",0,NA,NA,"a","wealthy","artistic","artistic","kind","wealthy","sexy","pathogen","moral","pathogen","moral","moral","moral",3,4,2,5,0,2,0,0,2,4,1,2,3,2,1,5,3,5,4,3,4,9,7,8,7,6,9,7,8,9,7,2,0,1,1,2,4,2,0,3.42857142857143,2.57142857142857,1.85714285714286,2.61904761904762,8.61152598789011
575,"2/6/2023 21:21","en","game",1,"1",3,"0",32,"1","1",1,11,NA,"b","artistic","sexy","kind","artistic","wealthy","sexy","sex","pathogen","pathogen","sex","pathogen","sex",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,2,0,1,2,1,0,3,3,3,3,3,3,8.48816738357637
579,"3/29/2023 16:44","en","game",1,"1",0,"0",25,"1","1",2,1,2,"b","sexy","kind","kind","wealthy","wealthy","sexy","pathogen","pathogen","pathogen","moral","pathogen","moral",4,2,5,4,3,3,4,1,4,3,3,3,0,4,5,5,4,4,4,0,1,8,10,8,6,7,9,8,10,8,6,0,0,2,2,2,2,4,0,3.42857142857143,3.57142857142857,2.42857142857143,3.14285714285714,8.5321693732003
580,"2/24/2023 2:28","en",NA,1,"1",0,"0",42,"0","1",1,20,NA,"b","artistic","artistic","kind","healthy","wealthy","artistic","moral","moral","moral","moral","moral","moral",6,0,6,6,0,5,3,0,1,6,0,6,6,0,6,5,5,6,3,0,3,8,9,9,7,10,2,7,6,8,6,3,1,1,0,1,6,0,0,5,4.71428571428571,0.714285714285714,3.47619047619048,8.44279188309925
582,"12/16/2022 18:19","pl","KG0902",1,"1",1,"0",20,"1","1",18,1,21,"a","kind","sexy","healthy","kind","kind","artistic","sex","sex","sex","pathogen","pathogen","sex",2,5,5,0,0,3,0,3,0,5,3,3,3,2,4,6,2,4,3,0,2,11,1,6,11,1,6,6,9,6,11,1,1,3,1,0,0,2,4,2.71428571428571,3,2.14285714285714,2.61904761904762,5.03004500272919
584,"12/29/2022 1:39","pl","AB12",1,"1",0,"0",37,"1","1",3,4,16,"b","kind","sexy","sexy","healthy","sexy","sexy","sex","moral","sex","moral","moral","sex",0,0,6,0,6,6,0,0,6,6,3,6,2,0,6,0,6,0,6,6,6,1,6,11,11,6,11,10,11,6,3,0,1,1,4,0,3,0,3,2,5.14285714285714,3,3.38095238095238,6.70178374682998
588,"3/29/2023 16:55","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"b","wealthy","wealthy","artistic","kind","kind","artistic","moral","moral","moral","moral","moral","pathogen",4,5,4,4,3,2,3,3,4,4,5,1,4,4,4,3,3,4,3,3,4,5,6,7,5,8,4,7,8,7,4,2,0,2,0,2,5,1,0,3.57142857142857,3.28571428571429,3.71428571428571,3.52380952380952,8.44089030364522
589,"1/29/2023 17:51","pl","KG0902",1,"1",0,"0",23,"0","0",0,NA,NA,"b","kind","sexy","artistic","kind","wealthy","kind","pathogen","moral","moral","moral","pathogen","moral",5,6,2,6,1,0,1,0,1,5,0,2,1,4,3,0,0,2,4,6,2,8,10,8,10,7,6,9,8,8,6,1,0,3,1,1,4,2,0,3.14285714285714,1.71428571428571,2.42857142857143,2.42857142857143,8.27510362928322
590,"1/30/2023 22:47","pl","MISIAK",1,"1",6,"1",29,"0","0",0,NA,NA,"b","artistic","sexy","artistic","artistic","kind","artistic","pathogen","moral","moral","moral","sex","sex",4,2,6,5,0,4,1,1,2,4,3,4,4,1,1,4,5,6,4,0,4,5,8,7,8,9,6,9,7,8,8,4,0,1,1,0,3,1,2,3.71428571428571,3.85714285714286,1.71428571428571,3.0952380952381,8.91624414697258
591,"2/24/2023 0:04","en","game",1,"1",5,"1",36,"1","1",2,1,1,"a","healthy","wealthy","kind","wealthy","artistic","artistic","sex","moral","pathogen","moral","moral","moral",5,3,4,4,6,5,3,5,4,6,5,5,6,4,5,3,4,3,5,4,6,4,3,4,5,4,3,4,5,4,4,2,1,1,0,2,4,1,1,4.57142857142857,4.57142857142857,4.42857142857143,4.52380952380952,6.48604779737907
592,"2/6/2023 22:44","en",NA,1,"1",1,"0",19,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","wealthy","artistic","artistic","moral","sex","pathogen","moral","moral","sex",1,2,4,5,2,2,4,3,4,5,2,6,6,3,4,5,1,3,2,2,4,6,6,7,6,5,6,7,7,7,5,4,0,0,0,2,3,1,2,4,3.85714285714286,2.14285714285714,3.33333333333333,8.44065276926265
594,"2/6/2023 20:31","en","game",1,"1",6,"1",58,"1","1",2,1,1,"a","wealthy","wealthy","kind","wealthy","artistic","kind","pathogen","moral","pathogen","moral","sex","pathogen",5,4,5,4,5,4,5,4,5,4,5,3,4,4,3,4,5,4,5,4,5,4,9,4,9,5,3,6,9,2,3,1,0,2,0,3,2,3,1,4.42857142857143,4.14285714285714,4.42857142857143,4.33333333333333,7.44735270151698
597,"3/29/2023 16:21","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"a","kind","wealthy","artistic","kind","healthy","artistic","pathogen","pathogen","sex","pathogen","sex","pathogen",4,3,4,4,4,3,3,5,4,3,4,4,3,3,2,3,4,5,4,4,3,4,6,7,7,8,6,6,8,7,6,2,1,2,0,1,0,4,2,3.42857142857143,3.57142857142857,3.85714285714286,3.61904761904762,8.58929723026899
599,"12/18/2022 12:00","pl",NA,1,"1",0,"0",30,"1","0",0,NA,NA,"b","wealthy","wealthy","healthy","kind","kind","artistic","sex","sex","moral","sex","moral","sex",2,1,5,5,0,4,1,1,2,5,0,2,1,0,2,3,0,3,1,1,3,4,8,8,6,10,6,7,8,8,8,1,1,2,0,2,2,0,4,2.57142857142857,3,0.428571428571429,2,8.29823379089468
600,"3/29/2023 17:22","en","game",1,"1",5,"1",23,"1","1",2,NA,2,"b","artistic","artistic","sexy","artistic","healthy","sexy","moral","pathogen","moral","moral","sex","pathogen",6,5,6,5,6,5,6,5,5,6,5,2,2,6,5,6,5,6,5,6,5,3,5,4,4,4,4,5,4,4,5,3,1,0,2,0,3,2,1,5.14285714285714,4.85714285714286,5.42857142857143,5.14285714285714,6.56471348856637
601,"2/23/2023 23:53","en","game",1,"1",0,"0",35,"1","1",1,2,NA,"b","kind","wealthy","kind","artistic","kind","wealthy","pathogen","sex","sex","moral","pathogen","moral",3,4,3,5,5,5,4,5,4,4,5,3,4,3,4,4,4,5,3,3,4,6,9,9,8,8,7,7,9,8,9,1,0,3,0,2,2,2,2,3.85714285714286,4,4.14285714285714,4,9.16884234632202
602,"3/21/2023 17:10","en","game",1,"1",5,"1",63,"1","1",2,10,18,"b","wealthy","healthy","artistic","kind","healthy","wealthy","sex","moral","pathogen","moral","sex","moral",5,4,4,5,4,5,6,5,5,6,5,6,5,5,4,6,5,4,4,5,4,3,2,7,5,8,7,5,8,8,9,1,2,1,0,2,3,1,2,5.28571428571429,4.57142857142857,4.71428571428571,4.85714285714286,6.82048092256297
604,"1/30/2023 22:20","pl",NA,1,"1",0,"0",35,"1","1",1,5,NA,"b","sexy","sexy","kind","sexy","sexy","sexy","moral","pathogen","moral","pathogen","moral","sex",4,1,3,6,6,6,4,6,4,6,4,6,6,2,4,6,6,0,6,0,4,1,7,6,8,6,6,6,6,6,8,0,0,1,5,0,3,2,1,5.42857142857143,3.85714285714286,3.57142857142857,4.28571428571429,7.31760042318227
606,"3/29/2023 16:16","en","gane",1,"1",6,"1",31,"1","0",0,NA,NA,"b","artistic","artistic","kind","kind","artistic","kind","moral","sex","moral","moral","moral","sex",4,2,4,5,2,3,5,1,2,4,2,1,4,1,5,3,2,3,2,0,3,8,6,6,7,5,6,6,6,6,6,3,0,3,0,0,4,0,2,3.85714285714286,3,1.42857142857143,2.76190476190476,8.21827983426937
609,"2/12/2023 17:39","pl",NA,1,"1",4,"1",18,"0","0",0,NA,NA,"b","healthy","wealthy","wealthy","sexy","sexy","sexy","moral","sex","sex","moral","sex","sex",6,1,6,6,0,0,0,0,1,6,0,0,1,1,1,6,3,2,6,0,5,8,10,10,9,10,9,10,10,11,10,0,1,0,3,2,2,0,4,4.42857142857143,2.14285714285714,0.714285714285714,2.42857142857143,7.96173437722872
612,"1/30/2023 22:22","pl","MISIAK",1,"1",6,"1",30,"1","0",0,NA,NA,"b","artistic","kind","healthy","kind","artistic","artistic","pathogen","moral","pathogen","moral","pathogen","moral",0,3,4,5,0,1,0,0,3,6,3,2,1,0,5,6,6,3,4,0,2,7,9,7,8,9,7,9,10,8,7,3,1,2,0,0,3,3,0,3.14285714285714,2.85714285714286,1.71428571428571,2.57142857142857,8.89024156411936
614,"3/29/2023 15:58","en",NA,1,"1",2,"0",40,"1","1",2,1,3,"b","artistic","kind","artistic","kind","artistic","wealthy","pathogen","moral","sex","pathogen","pathogen","pathogen",2,1,2,1,2,1,2,1,2,1,2,1,3,2,3,2,3,2,3,2,3,3,4,5,5,6,5,7,1,5,2,3,0,2,0,1,1,4,1,2,2,1.85714285714286,1.95238095238095,7.09258787450253
615,"2/6/2023 23:16","en","game",1,"1",0,"0",29,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","sexy","kind","moral","moral","pathogen","moral","pathogen","moral",2,6,5,5,0,2,1,1,1,5,4,3,3,2,3,4,6,5,4,5,5,7,6,7,6,9,6,6,7,6,7,2,0,2,1,1,4,2,0,3.42857142857143,3.42857142857143,3.42857142857143,3.42857142857143,8.67457592779012
617,"1/9/2023 18:38","pl",NA,1,"1",2,"0",24,"1","0",0,NA,NA,"a","artistic","sexy","kind","healthy","wealthy","kind","moral","sex","moral","moral","moral","sex",1,1,1,1,1,2,1,1,2,4,0,1,1,1,2,1,0,1,3,1,2,7,6,9,7,5,8,6,7,7,6,1,1,2,1,1,4,0,2,1.71428571428571,1.57142857142857,0.714285714285714,1.33333333333333,8.57987712813524
618,"2/23/2023 23:48","en","game",1,"1",3,"0",32,"1","1",1,10,NA,"b","healthy","healthy","artistic","artistic","sexy","kind","pathogen","sex","moral","pathogen","pathogen","pathogen",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,6,6,6,2,2,1,1,0,1,4,1,3,3,3,3,8.16059367244209
619,"1/7/2023 22:03","pl","Kg0902",1,"1",0,"0",27,"1","0",0,NA,NA,"b","healthy","artistic","healthy","artistic","wealthy","sexy","moral","sex","moral","sex","pathogen","moral",1,0,1,1,0,3,1,0,4,5,1,0,2,0,4,2,3,1,3,0,1,2,6,7,5,7,2,7,7,9,8,2,2,0,1,1,3,1,2,2.14285714285714,2,0.571428571428571,1.57142857142857,7.5794688199869
620,"2/6/2023 23:11","en","game",1,"1",0,"0",52,"1","1",2,20,22,"b","wealthy","artistic","kind","artistic","artistic","sexy","sex","moral","pathogen","moral","moral","sex",5,1,6,6,0,2,2,0,2,5,1,5,5,1,2,5,1,6,5,0,0,2,5,9,9,9,2,9,9,9,9,3,0,1,1,1,3,1,2,4.71428571428571,3.28571428571429,0.571428571428571,2.85714285714286,7.49184867975086
622,"2/13/2023 11:48","pl",NA,1,"1",6,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","artistic","sexy","sexy","artistic","pathogen","pathogen","moral","moral","pathogen","sex",0,3,5,5,0,0,1,1,1,6,2,4,0,4,0,5,6,1,6,0,1,7,7,9,5,4,8,7,8,7,6,2,0,0,4,0,2,3,1,3.28571428571429,1.71428571428571,2.28571428571429,2.42857142857143,8.01438299334455
623,"3/29/2023 16:59","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"a","wealthy","kind","kind","sexy","wealthy","artistic","pathogen","pathogen","moral","sex","sex","sex",4,3,3,4,4,5,5,4,3,3,4,3,3,2,1,2,3,4,3,3,2,5,6,6,8,4,6,7,6,5,6,1,0,2,1,2,1,2,3,3.42857142857143,3,3.28571428571429,3.23809523809524,7.948693079448
624,"12/17/2022 23:33","pl",NA,1,"1",0,"0",26,"1","0",0,NA,NA,"b","artistic","artistic","artistic","healthy","sexy","artistic","moral","pathogen","moral","pathogen","pathogen","sex",5,2,5,6,0,1,4,1,4,6,2,3,4,3,4,3,5,2,4,1,2,6,7,9,7,7,7,7,10,7,5,4,1,0,1,0,2,3,1,4.57142857142857,3,2,3.19047619047619,9.40209556621969
628,"2/7/2023 10:44","pl",NA,1,"1",0,"0",27,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","healthy","sexy","kind","moral","moral","moral","moral","moral","moral",0,2,3,0,1,5,0,0,5,0,0,3,0,0,5,0,3,4,0,0,5,7,5,6,5,7,7,7,6,7,9,1,2,1,1,1,6,0,0,0,4.28571428571429,0.857142857142857,1.71428571428571,8.10388093999561
629,"3/7/2023 19:00","en",NA,1,"1",0,"0",30,"1","1",1,5,NA,"b","sexy","sexy","kind","sexy","artistic","wealthy","moral","sex","moral","sex","pathogen","sex",5,4,5,5,4,4,4,5,6,6,5,5,5,5,6,5,6,6,6,5,5,3,10,9,10,8,7,7,7,6,6,1,0,1,3,1,2,1,3,5.14285714285714,5.28571428571429,4.85714285714286,5.09523809523809,7.78580152264542
631,"2/6/2023 21:58","en","game",1,"1",3,"1",32,"1","1",1,2,NA,"b","wealthy","healthy","kind","kind","wealthy","artistic","moral","pathogen","pathogen","sex","moral","sex",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,1,2,0,2,2,2,2,2.57142857142857,2.42857142857143,2.57142857142857,2.52380952380952,8.48816738357637
634,"1/8/2023 17:01","pl","KG0902",1,"1",6,"1",32,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","sexy","sex","moral","moral","moral","pathogen","moral",4,4,6,0,0,2,1,0,3,2,0,1,1,2,3,2,3,4,4,0,5,11,10,9,11,10,10,9,10,11,11,1,0,0,4,1,4,1,1,2,3.42857142857143,1.28571428571429,2.23809523809524,6.94160401382842
636,"1/29/2023 1:58","pl",NA,1,"1",4,"1",35,"2","1",1,12,NA,"a","kind","artistic","healthy","healthy","healthy","artistic","sex","sex","moral","sex","sex","sex",4,0,3,5,0,4,3,0,3,4,0,4,4,0,4,1,0,3,5,0,4,10,7,7,6,7,10,8,9,9,8,2,3,1,0,0,1,0,5,3.71428571428571,3.57142857142857,0,2.42857142857143,8.14855189586515
638,"12/17/2022 22:35","pl",NA,1,"1",0,"0",19,"0","0",0,NA,NA,"a","artistic","wealthy","wealthy","healthy","sexy","artistic","moral","pathogen","sex","moral","moral","moral",0,1,1,4,4,4,0,0,1,5,0,1,4,4,5,5,5,4,3,6,5,7,7,9,8,7,7,6,9,9,6,2,1,0,1,2,4,1,1,3,3,2.85714285714286,2.95238095238095,9.35673799410314
640,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","healthy","wealthy","wealthy","healthy","kind","artistic","pathogen","pathogen","moral","pathogen","sex","pathogen",2,4,3,2,3,2,4,2,4,2,3,1,2,1,2,3,2,3,4,4,3,7,7,7,7,7,7,7,8,7,7,1,2,1,0,2,1,4,1,2.71428571428571,2.57142857142857,2.71428571428571,2.66666666666667,9.30738760178843
646,"3/7/2023 21:05","en","game",1,"1",4,"1",30,"1","1",1,5,NA,"a","healthy","healthy","artistic","artistic","artistic","sexy","pathogen","moral","pathogen","moral","moral","sex",5,6,3,5,6,3,6,4,4,6,5,3,6,3,4,6,2,4,6,5,2,9,11,7,8,6,6,9,6,11,5,3,2,0,1,0,3,2,1,5.71428571428571,3.28571428571429,4.42857142857143,4.47619047619048,7.90527804176675
651,"1/9/2023 18:43","pl",NA,1,"1",3,"0",21,"1","0",0,NA,NA,"a","artistic","sexy","artistic","sexy","sexy","artistic","moral","sex","sex","moral","sex","sex",4,0,5,5,0,2,0,0,3,5,0,4,5,1,2,2,0,5,4,0,2,8,6,9,7,6,7,6,6,7,6,3,0,0,3,0,2,0,4,3.57142857142857,3.28571428571429,0.142857142857143,2.33333333333333,8.70139359279917
656,"2/13/2023 16:13","pl",NA,1,"1",6,"1",19,"0","0",0,NA,NA,"b","wealthy","sexy","kind","kind","sexy","artistic","moral","sex","moral","moral","sex","moral",2,3,4,2,0,5,0,0,3,4,3,4,3,1,4,5,1,2,3,0,5,10,5,8,10,10,8,8,10,10,7,1,0,2,2,1,4,0,2,2.71428571428571,3.85714285714286,1.14285714285714,2.57142857142857,7.43895115364512
658,"2/9/2023 16:15","pl","AB13",1,"1",5,"1",20,"0","0",0,NA,NA,"a","kind","kind","wealthy","sexy","wealthy","healthy","moral","moral","moral","moral","sex","sex",1,3,3,4,1,4,1,1,4,4,2,3,2,2,4,2,4,5,5,1,3,6,9,7,7,6,7,8,8,8,8,0,1,2,1,2,4,0,2,2.71428571428571,3.71428571428571,2,2.80952380952381,8.94183558264494
661,"3/7/2023 19:22","en","GAME",1,"1",4,"1",30,"1","1",1,4,NA,"a","sexy","healthy","healthy","artistic","kind","wealthy","sex","sex","moral","pathogen","pathogen","pathogen",5,6,6,6,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,5,6,9,9,5,10,9,2,8,9,8,8,1,2,1,1,1,1,3,2,5.57142857142857,5.57142857142857,5.42857142857143,5.52380952380952,7.67292727021437
666,"2/6/2023 21:06","en",NA,1,"1",4,"1",45,"1","1",2,1,2,"a","kind","artistic","kind","wealthy","sexy","kind","pathogen","pathogen","sex","pathogen","pathogen","sex",4,2,4,2,3,4,3,5,2,4,5,4,3,4,4,6,4,4,2,4,6,2,2,2,3,4,6,5,4,4,3,1,0,3,1,1,0,4,2,3.42857142857143,4,3.85714285714286,3.76190476190476,5.10596651155632
670,"12/29/2022 3:59","pl","AB12",1,"1",0,"0",32,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","healthy","sexy","artistic","moral","moral","pathogen","pathogen","sex","pathogen",2,1,3,6,0,3,1,0,0,5,0,1,4,0,1,6,0,3,6,2,3,8,8,5,7,10,6,7,6,7,6,3,1,0,1,1,2,3,1,4.28571428571429,2,0.428571428571429,2.23809523809524,8.0474876372353
673,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","kind","artistic","healthy","kind","artistic","artistic","moral","moral","pathogen","moral","moral","pathogen",2,3,4,3,3,2,4,3,3,4,3,3,2,3,3,4,3,3,4,3,3,2,3,2,4,3,2,3,2,3,2,3,1,2,0,0,4,2,0,3.28571428571429,3,3,3.0952380952381,5.32099954397419
684,"2/6/2023 21:08","en","game",1,"1",1,"0",30,"1","1",2,2,5,"a","kind","kind","kind","healthy","healthy","wealthy","moral","pathogen","sex","sex","moral","pathogen",6,6,5,5,5,6,5,6,6,5,6,6,6,5,5,6,5,5,6,6,5,8,8,8,8,8,8,8,8,8,8,0,2,3,0,1,2,2,2,5.57142857142857,5.42857142857143,5.57142857142857,5.52380952380952,9.17915530809388
685,"2/23/2023 23:55","en",NA,1,"1",5,"1",32,"0","0",0,NA,NA,"a","sexy","sexy","kind","wealthy","sexy","healthy","moral","sex","sex","pathogen","pathogen","sex",5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,6,7,8,7,7,6,5,6,7,7,0,1,1,3,1,1,2,3,4.57142857142857,4.42857142857143,4.57142857142857,4.52380952380952,9.56063083006461
689,"3/29/2023 16:13","en",NA,1,"1",1,"0",33,"0","1",1,12,NA,"b","kind","sexy","wealthy","artistic","healthy","sexy","sex","sex","pathogen","moral","sex","sex",3,1,5,4,0,4,0,0,5,3,0,5,6,2,5,2,0,3,1,1,5,3,7,8,7,5,6,7,6,6,6,1,1,1,2,1,1,1,4,2.71428571428571,4.57142857142857,0.571428571428571,2.61904761904762,8.10192863750613
