"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
617,"1/9/2023 18:38","pl",NA,1,"1",2,"0",24,"1","0",0,NA,NA,"a","artistic","sexy","kind","healthy","wealthy","kind","moral","sex","moral","moral","moral","sex",1,1,1,1,1,2,1,1,2,4,0,1,1,1,2,1,0,1,3,1,2,7,6,9,7,5,8,6,7,7,6,1,1,2,1,1,4,0,2,1.71428571428571,1.57142857142857,0.714285714285714,1.33333333333333,8.55388062393818
618,"2/23/2023 23:48","en","game",1,"1",3,"0",32,"1","1",1,10,NA,"b","healthy","healthy","artistic","artistic","sexy","kind","pathogen","sex","moral","pathogen","pathogen","pathogen",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,6,6,6,2,2,1,1,0,1,4,1,3,3,3,3,8.09958426260962
619,"1/7/2023 22:03","pl","Kg0902",1,"1",0,"0",27,"1","0",0,NA,NA,"b","healthy","artistic","healthy","artistic","wealthy","sexy","moral","sex","moral","sex","pathogen","moral",1,0,1,1,0,3,1,0,4,5,1,0,2,0,4,2,3,1,3,0,1,2,6,7,5,7,2,7,7,9,8,2,2,0,1,1,3,1,2,2.14285714285714,2,0.571428571428571,1.57142857142857,7.53405136223717
620,"2/6/2023 23:11","en","game",1,"1",0,"0",52,"1","1",2,20,22,"b","wealthy","artistic","kind","artistic","artistic","sexy","sex","moral","pathogen","moral","moral","sex",5,1,6,6,0,2,2,0,2,5,1,5,5,1,2,5,1,6,5,0,0,2,5,9,9,9,2,9,9,9,9,3,0,1,1,1,3,1,2,4.71428571428571,3.28571428571429,0.571428571428571,2.85714285714286,7.47813815877321
622,"2/13/2023 11:48","pl",NA,1,"1",6,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","artistic","sexy","sexy","artistic","pathogen","pathogen","moral","moral","pathogen","sex",0,3,5,5,0,0,1,1,1,6,2,4,0,4,0,5,6,1,6,0,1,7,7,9,5,4,8,7,8,7,6,2,0,0,4,0,2,3,1,3.28571428571429,1.71428571428571,2.28571428571429,2.42857142857143,7.98837385782616
623,"3/29/2023 16:59","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"a","wealthy","kind","kind","sexy","wealthy","artistic","pathogen","pathogen","moral","sex","sex","sex",4,3,3,4,4,5,5,4,3,3,4,3,3,2,1,2,3,4,3,3,2,5,6,6,8,4,6,7,6,5,6,1,0,2,1,2,1,2,3,3.42857142857143,3,3.28571428571429,3.23809523809524,7.89186117685998
624,"12/17/2022 23:33","pl",NA,1,"1",0,"0",26,"1","0",0,NA,NA,"b","artistic","artistic","artistic","healthy","sexy","artistic","moral","pathogen","moral","pathogen","pathogen","sex",5,2,5,6,0,1,4,1,4,6,2,3,4,3,4,3,5,2,4,1,2,6,7,9,7,7,7,7,10,7,5,4,1,0,1,0,2,3,1,4.57142857142857,3,2,3.19047619047619,9.38964260451778
628,"2/7/2023 10:44","pl",NA,1,"1",0,"0",27,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","healthy","sexy","kind","moral","moral","moral","moral","moral","moral",0,2,3,0,1,5,0,0,5,0,0,3,0,0,5,0,3,4,0,0,5,7,5,6,5,7,7,7,6,7,9,1,2,1,1,1,6,0,0,0,4.28571428571429,0.857142857142857,1.71428571428571,8.05872410861443
629,"3/7/2023 19:00","en",NA,1,"1",0,"0",30,"1","1",1,5,NA,"b","sexy","sexy","kind","sexy","artistic","wealthy","moral","sex","moral","sex","pathogen","sex",5,4,5,5,4,4,4,5,6,6,5,5,5,5,6,5,6,6,6,5,5,3,10,9,10,8,7,7,7,6,6,1,0,1,3,1,2,1,3,5.14285714285714,5.28571428571429,4.85714285714286,5.09523809523809,7.79993972039738
631,"2/6/2023 21:58","en","game",1,"1",3,"1",32,"1","1",1,2,NA,"b","wealthy","healthy","kind","kind","wealthy","artistic","moral","pathogen","pathogen","sex","moral","sex",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,1,2,0,2,2,2,2,2.57142857142857,2.42857142857143,2.57142857142857,2.52380952380952,8.42820353787542
634,"1/8/2023 17:01","pl","KG0902",1,"1",6,"1",32,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","sexy","sex","moral","moral","moral","pathogen","moral",4,4,6,0,0,2,1,0,3,2,0,1,1,2,3,2,3,4,4,0,5,11,10,9,11,10,10,9,10,11,11,1,0,0,4,1,4,1,1,2,3.42857142857143,1.28571428571429,2.23809523809524,6.99183940353508
638,"12/17/2022 22:35","pl",NA,1,"1",0,"0",19,"0","0",0,NA,NA,"a","artistic","wealthy","wealthy","healthy","sexy","artistic","moral","pathogen","sex","moral","moral","moral",0,1,1,4,4,4,0,0,1,5,0,1,4,4,5,5,5,4,3,6,5,7,7,9,8,7,7,6,9,9,6,2,1,0,1,2,4,1,1,3,3,2.85714285714286,2.95238095238095,9.37226590466748
640,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","healthy","wealthy","wealthy","healthy","kind","artistic","pathogen","pathogen","moral","pathogen","sex","pathogen",2,4,3,2,3,2,4,2,4,2,3,1,2,1,2,3,2,3,4,4,3,7,7,7,7,7,7,7,8,7,7,1,2,1,0,2,1,4,1,2.71428571428571,2.57142857142857,2.71428571428571,2.66666666666667,9.26361880404393
651,"1/9/2023 18:43","pl",NA,1,"1",3,"0",21,"1","0",0,NA,NA,"a","artistic","sexy","artistic","sexy","sexy","artistic","moral","sex","sex","moral","sex","sex",4,0,5,5,0,2,0,0,3,5,0,4,5,1,2,2,0,5,4,0,2,8,6,9,7,6,7,6,6,7,6,3,0,0,3,0,2,0,4,3.57142857142857,3.28571428571429,0.142857142857143,2.33333333333333,8.69187861092843
656,"2/13/2023 16:13","pl",NA,1,"1",6,"1",19,"0","0",0,NA,NA,"b","wealthy","sexy","kind","kind","sexy","artistic","moral","sex","moral","moral","sex","moral",2,3,4,2,0,5,0,0,3,4,3,4,3,1,4,5,1,2,3,0,5,10,5,8,10,10,8,8,10,10,7,1,0,2,2,1,4,0,2,2.71428571428571,3.85714285714286,1.14285714285714,2.57142857142857,7.46066281061864
658,"2/9/2023 16:15","pl","AB13",1,"1",5,"1",20,"0","0",0,NA,NA,"a","kind","kind","wealthy","sexy","wealthy","healthy","moral","moral","moral","moral","sex","sex",1,3,3,4,1,4,1,1,4,4,2,3,2,2,4,2,4,5,5,1,3,6,9,7,7,6,7,8,8,8,8,0,1,2,1,2,4,0,2,2.71428571428571,3.71428571428571,2,2.80952380952381,8.91275674147508
670,"12/29/2022 3:59","pl","AB12",1,"1",0,"0",32,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","healthy","sexy","artistic","moral","moral","pathogen","pathogen","sex","pathogen",2,1,3,6,0,3,1,0,0,5,0,1,4,0,1,6,0,3,6,2,3,8,8,5,7,10,6,7,6,7,6,3,1,0,1,1,2,3,1,4.28571428571429,2,0.428571428571429,2.23809523809524,8.04726509724975
673,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","kind","artistic","healthy","kind","artistic","artistic","moral","moral","pathogen","moral","moral","pathogen",2,3,4,3,3,2,4,3,3,4,3,3,2,3,3,4,3,3,4,3,3,2,3,2,4,3,2,3,2,3,2,3,1,2,0,0,4,2,0,3.28571428571429,3,3,3.0952380952381,5.25784078727576
684,"2/6/2023 21:08","en","game",1,"1",1,"0",30,"1","1",2,2,5,"a","kind","kind","kind","healthy","healthy","wealthy","moral","pathogen","sex","sex","moral","pathogen",6,6,5,5,5,6,5,6,6,5,6,6,6,5,5,6,5,5,6,6,5,8,8,8,8,8,8,8,8,8,8,0,2,3,0,1,2,2,2,5.57142857142857,5.42857142857143,5.57142857142857,5.52380952380952,9.21643735849133
685,"2/23/2023 23:55","en",NA,1,"1",5,"1",32,"0","0",0,NA,NA,"a","sexy","sexy","kind","wealthy","sexy","healthy","moral","sex","sex","pathogen","pathogen","sex",5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,6,7,8,7,7,6,5,6,7,7,0,1,1,3,1,1,2,3,4.57142857142857,4.42857142857143,4.57142857142857,4.52380952380952,9.50739907416633
689,"3/29/2023 16:13","en",NA,1,"1",1,"0",33,"0","1",1,12,NA,"b","kind","sexy","wealthy","artistic","healthy","sexy","sex","sex","pathogen","moral","sex","sex",3,1,5,4,0,4,0,0,5,3,0,5,6,2,5,2,0,3,1,1,5,3,7,8,7,5,6,7,6,6,6,1,1,1,2,1,1,1,4,2.71428571428571,4.57142857142857,0.571428571428571,2.61904761904762,8.05749312408711
695,"3/29/2023 16:45","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"b","wealthy","artistic","healthy","wealthy","kind","artistic","moral","sex","sex","sex","moral","moral",4,3,3,4,5,4,4,4,4,3,4,1,2,3,3,2,2,3,4,4,3,4,7,6,5,7,4,8,5,9,5,2,1,1,0,2,3,0,3,3.28571428571429,3,3.57142857142857,3.28571428571429,8.11854661829992
696,"12/19/2022 0:30","pl",NA,1,"1",0,"0",35,"0","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","artistic","kind","sex","sex","moral","moral","moral","sex",0,0,3,6,0,4,1,0,5,6,0,4,0,0,3,4,2,3,3,0,6,9,9,7,8,6,7,8,9,8,9,3,0,2,0,1,3,0,3,2.85714285714286,4,0.285714285714286,2.38095238095238,8.43074030483884
697,"2/14/2023 21:43","pl",NA,1,"1",6,"1",19,"1","0",0,NA,NA,"b","artistic","artistic","artistic","sexy","artistic","sexy","moral","moral","pathogen","moral","sex","moral",1,0,6,5,0,0,0,0,1,3,0,3,3,0,1,6,1,6,1,0,0,6,5,7,5,6,9,7,7,8,6,4,0,0,2,0,4,1,1,2.71428571428571,2.42857142857143,0.142857142857143,1.76190476190476,8.134922991982
700,"2/7/2023 4:42","en","game",1,"1",6,"1",28,"1","0",0,NA,NA,"a","healthy","artistic","artistic","wealthy","kind","wealthy","pathogen","pathogen","moral","moral","pathogen","pathogen",4,5,4,5,5,4,4,4,5,5,6,4,5,4,4,5,5,4,5,4,5,11,11,10,11,10,10,11,10,10,11,2,1,1,0,2,2,4,0,4.71428571428571,4.28571428571429,4.71428571428571,4.57142857142857,6.72757106566093
703,"12/16/2022 21:02","pl",NA,1,"1",0,"0",31,"1","1",1,1,NA,"b","healthy","wealthy","kind","kind","kind","kind","moral","moral","pathogen","moral","moral","pathogen",3,4,4,5,0,2,2,1,1,5,1,2,2,1,2,1,2,1,4,0,1,3,9,6,6,8,3,9,6,7,8,0,1,4,0,1,4,2,0,3.14285714285714,1.85714285714286,1.28571428571429,2.0952380952381,7.96220319180377
704,"2/6/2023 20:44","en","game",1,"1",5,"1",30,"0","0",0,NA,NA,"b","healthy","healthy","healthy","artistic","sexy","artistic","pathogen","pathogen","pathogen","sex","pathogen","pathogen",5,4,5,4,5,4,5,4,5,4,5,2,2,2,2,2,2,2,2,2,2,5,6,3,2,1,1,1,1,1,11,2,3,0,1,0,0,5,1,3.42857142857143,3.14285714285714,3.42857142857143,3.33333333333333,5.42494788146937
708,"12/28/2022 0:13","pl",NA,1,"1",3,"0",22,"0","0",0,NA,NA,"b","healthy","wealthy","artistic","kind","healthy","healthy","moral","moral","moral","moral","sex","pathogen",3,3,5,5,3,1,0,0,1,5,5,4,5,4,3,4,5,4,5,0,3,4,5,6,3,1,3,6,6,5,6,1,3,1,0,1,4,1,1,3.85714285714286,3,2.85714285714286,3.23809523809524,5.98086916806087
710,"3/10/2023 23:04","en",NA,1,"1",0,"0",35,"1","1",2,5,8,"a","wealthy","artistic","kind","healthy","kind","artistic","sex","pathogen","sex","pathogen","sex","sex",1,1,0,1,1,0,6,5,6,4,4,2,3,4,3,4,4,5,4,5,3,4,3,2,5,6,4,2,11,11,11,2,1,2,0,1,0,2,4,3.28571428571429,2.71428571428571,3.42857142857143,3.14285714285714,6.13860326361075
715,"2/6/2023 21:47","en",NA,1,"1",0,"0",45,"1","0",0,NA,NA,"a","sexy","sexy","healthy","healthy","sexy","sexy","moral","moral","pathogen","moral","pathogen","pathogen",6,5,6,6,0,6,0,5,5,6,6,3,6,2,6,3,5,4,5,0,3,5,6,7,5,5,6,6,6,5,7,0,2,0,4,0,3,3,0,4.57142857142857,4.71428571428571,3.28571428571429,4.19047619047619,8.05360014251955
716,"3/11/2023 1:13","en","game",1,"1",3,"0",30,"1","1",2,9,12,"a","sexy","sexy","sexy","sexy","healthy","healthy","pathogen","sex","sex","sex","pathogen","pathogen",5,4,4,5,4,4,3,4,4,5,4,3,4,5,4,4,5,4,5,4,3,9,7,9,8,9,8,9,7,7,10,0,2,0,4,0,0,3,3,4.42857142857143,3.71428571428571,4.28571428571429,4.14285714285714,8.57385458949897
724,"1/2/2023 13:30","pl",NA,1,"1",1,"0",21,"0","0",0,NA,NA,"a","wealthy","wealthy","healthy","kind","kind","artistic","moral","sex","pathogen","pathogen","moral","moral",0,1,3,4,0,5,2,0,2,6,3,6,4,0,4,4,1,6,3,0,1,3,5,8,6,7,6,7,8,7,6,1,1,2,0,2,3,2,1,3.28571428571429,3.85714285714286,0.714285714285714,2.61904761904762,7.92577324568709
725,"12/18/2022 12:59","pl","CHUJOWIZNA",1,"1",0,"0",28,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","artistic","kind","pathogen","pathogen","sex","moral","sex","sex",6,0,3,6,0,1,2,0,0,6,0,0,6,1,1,6,1,3,6,0,0,9,11,9,7,8,8,8,5,8,4,3,0,2,1,0,1,2,3,5.42857142857143,1.14285714285714,0.285714285714286,2.28571428571429,8.05810851880909
730,"12/21/2022 0:30","pl",NA,1,"1",0,"0",41,"1","0",0,NA,NA,"b","kind","artistic","healthy","kind","kind","kind","pathogen","pathogen","moral","pathogen","sex","sex",1,3,2,2,0,1,1,0,0,5,4,2,2,1,1,3,4,2,2,0,0,8,7,8,6,9,7,7,8,7,7,1,1,4,0,0,1,3,2,2.28571428571429,1.14285714285714,1.71428571428571,1.71428571428571,8.77915421241156
731,"3/21/2023 14:45","en","game",1,"1",0,"0",30,"1","1",1,6,NA,"b","kind","healthy","healthy","kind","wealthy","artistic","moral","sex","pathogen","moral","sex","sex",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,6,5,7,6,5,6,6,5,7,4,1,2,2,0,1,2,1,3,4.42857142857143,4.71428571428571,4.57142857142857,4.57142857142857,8.13449581310162
733,"2/13/2023 14:53","pl","AB13",1,"1",6,"1",26,"1","0",0,NA,NA,"b","artistic","kind","sexy","wealthy","artistic","sexy","sex","moral","moral","sex","sex","sex",4,2,4,5,1,3,3,1,4,5,3,4,4,1,5,4,4,5,5,0,4,7,6,6,6,6,7,7,8,7,7,2,0,1,2,1,2,0,4,4.28571428571429,4.14285714285714,1.71428571428571,3.38095238095238,8.41885288791318
737,"2/6/2023 21:51","en","game",1,"1",0,"0",28,"1","1",2,7,13,"a","sexy","sexy","sexy","kind","wealthy","healthy","sex","moral","pathogen","moral","moral","moral",0,6,5,5,5,4,3,3,4,3,5,4,4,5,5,3,6,5,4,6,6,5,6,9,4,5,8,8,8,6,5,0,1,1,3,1,4,1,1,3.14285714285714,4.71428571428571,5.14285714285714,4.33333333333333,7.79632091971965
744,"2/13/2023 16:19","pl",NA,1,"1",6,"1",19,"1","0",0,NA,NA,"b","artistic","sexy","sexy","wealthy","kind","sexy","moral","sex","pathogen","moral","moral","pathogen",1,0,4,2,0,1,0,0,1,2,0,6,1,0,2,2,2,3,2,0,0,7,4,9,7,11,6,8,8,9,8,1,0,1,3,1,3,2,1,1.42857142857143,2.42857142857143,0.285714285714286,1.38095238095238,7.68178306111834
748,"3/29/2023 16:28","en","game",1,"1",0,"0",30,"1","1",1,6,NA,"a","artistic","wealthy","healthy","healthy","healthy","wealthy","pathogen","moral","sex","sex","sex","sex",4,3,5,4,5,6,5,4,4,4,3,5,4,5,5,4,6,5,4,5,4,7,7,8,7,6,7,7,6,7,6,1,3,0,0,2,1,1,4,4.14285714285714,4.85714285714286,4.42857142857143,4.47619047619048,9.17434904661026
749,"2/7/2023 1:09","en",NA,1,"1",1,"0",46,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","healthy","kind","moral","pathogen","pathogen","moral","moral","pathogen",3,1,5,6,1,5,6,0,4,6,0,4,6,1,5,5,2,3,6,3,3,2,6,7,4,6,5,6,7,6,7,3,1,1,0,1,3,3,0,5.42857142857143,4.14285714285714,1.14285714285714,3.57142857142857,7.22539506153354
750,"3/29/2023 17:04","en",NA,1,"1",0,"0",66,"1","1",3,32,38,"b","healthy","wealthy","artistic","wealthy","wealthy","kind","pathogen","pathogen","sex","moral","moral","moral",4,2,4,4,0,2,3,1,3,3,0,1,4,2,3,2,4,2,2,1,3,2,4,10,6,5,2,7,10,8,6,1,1,1,0,3,3,2,1,3.14285714285714,2.57142857142857,1.42857142857143,2.38095238095238,6.99634580208405
752,"3/29/2023 16:09","en","game",1,"1",0,"0",53,"0","0",0,NA,NA,"b","kind","wealthy","artistic","sexy","healthy","sexy","moral","sex","pathogen","moral","moral","moral",5,3,5,6,1,1,5,5,4,6,4,4,6,2,5,5,4,5,6,1,5,4,7,6,6,5,5,9,8,7,7,1,1,1,2,1,4,1,1,5.57142857142857,4.14285714285714,2.85714285714286,4.19047619047619,8.01228216137281
756,"2/6/2023 22:47","en","game",1,"1",6,"1",22,"0","0",0,NA,NA,"b","kind","sexy","sexy","kind","sexy","kind","moral","pathogen","sex","moral","sex","moral",2,3,5,4,0,2,0,0,0,4,2,3,2,0,3,0,1,5,0,0,3,6,6,8,8,8,7,6,6,7,6,0,0,3,3,0,3,1,2,1.71428571428571,3,0.857142857142857,1.85714285714286,9.16618628365416
761,"2/6/2023 22:48","en","game",1,"1",1,"0",32,"1","1",2,3,5,"b","artistic","artistic","artistic","wealthy","wealthy","sexy","moral","moral","pathogen","sex","moral","sex",1,1,5,4,0,3,0,0,2,5,2,5,4,2,5,5,0,5,5,0,5,6,6,7,6,6,7,6,7,7,6,3,0,0,1,2,3,1,2,3.42857142857143,4.28571428571429,0.714285714285714,2.80952380952381,8.65820098508198
764,"12/25/2022 20:21","pl","KG0902",1,"1",0,"0",23,"0","0",0,NA,NA,"b","artistic","artistic","wealthy","sexy","artistic","artistic","moral","sex","moral","pathogen","sex","moral",5,1,4,6,0,2,0,0,3,5,5,4,2,1,3,5,1,4,3,0,3,9,5,10,4,6,7,10,6,9,6,4,0,0,1,1,3,1,2,3.71428571428571,3.28571428571429,1.14285714285714,2.71428571428571,7.47719045056314
765,"2/12/2023 15:04","pl",NA,1,"1",5,"1",20,"0","0",0,NA,NA,"a","sexy","sexy","kind","sexy","wealthy","sexy","pathogen","sex","pathogen","moral","sex","moral",6,1,6,3,0,3,3,0,3,5,4,6,5,0,1,5,0,4,3,0,2,8,11,11,6,8,6,11,11,11,6,0,0,1,4,1,2,2,2,4.28571428571429,3.57142857142857,0.714285714285714,2.85714285714286,7.80701355757177
767,"3/29/2023 16:03","en","game",1,"1",0,"0",35,"1","1",1,4,NA,"b","sexy","kind","artistic","wealthy","artistic","kind","moral","moral","moral","pathogen","pathogen","sex",3,4,4,1,1,2,3,4,3,3,4,3,4,3,4,5,4,3,4,5,4,7,8,7,6,5,7,5,7,7,8,2,0,2,1,1,3,2,1,3.28571428571429,3.28571428571429,3.57142857142857,3.38095238095238,8.5511282398668
769,"12/16/2022 19:16","pl",NA,1,"1",1,"0",26,"1","0",0,NA,NA,"b","sexy","sexy","artistic","sexy","sexy","sexy","moral","sex","moral","sex","sex","sex",5,5,5,4,0,1,0,0,1,5,1,3,0,1,2,3,4,2,4,0,2,4,7,9,6,11,4,6,6,7,8,1,0,0,5,0,2,0,4,3,2.28571428571429,1.57142857142857,2.28571428571429,7.93038817109793
771,"2/7/2023 0:14","en",NA,1,"1",0,"0",23,"0","0",0,NA,NA,"b","healthy","kind","kind","wealthy","artistic","healthy","pathogen","moral","pathogen","moral","pathogen","moral",2,6,6,6,1,2,0,0,1,6,5,6,2,1,4,6,4,6,2,1,6,5,4,8,7,6,6,6,4,7,7,1,2,2,0,1,3,3,0,3.42857142857143,4.42857142857143,2.57142857142857,3.47619047619048,8.09393234140439
776,"2/24/2023 0:24","en","game",1,"1",0,"0",32,"1","1",2,6,17,"a","healthy","sexy","artistic","wealthy","wealthy","sexy","moral","pathogen","moral","sex","moral","moral",1,1,4,6,0,0,0,1,4,6,1,2,2,0,6,2,0,1,1,0,3,7,5,6,9,11,7,6,8,11,6,1,1,0,2,2,4,1,1,2.57142857142857,2.85714285714286,0.428571428571429,1.95238095238095,7.6981675637522
777,"2/6/2023 21:13","en","game",1,"1",0,"0",38,"1","1",1,16,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","sex","sex","moral","moral","moral","sex",3,0,5,5,0,3,3,0,5,5,1,5,4,1,5,5,0,5,5,3,5,6,6,9,6,6,6,6,9,8,7,5,0,0,0,1,3,0,3,4.28571428571429,4.71428571428571,0.714285714285714,3.23809523809524,8.71151812096162
778,"3/7/2023 20:37","en","game",1,"1",0,"0",27,"1","1",1,5,NA,"a","kind","healthy","kind","wealthy","kind","sexy","moral","sex","pathogen","moral","moral","pathogen",5,0,6,6,0,2,5,0,0,2,3,4,5,4,2,4,6,5,5,4,3,6,6,6,7,8,6,8,7,9,8,0,1,3,1,1,3,2,1,4.57142857142857,3.14285714285714,2.42857142857143,3.38095238095238,8.71802789231544
788,"2/7/2023 1:00","en",NA,1,"1",6,"1",32,"0","0",0,NA,NA,"b","wealthy","sexy","kind","artistic","artistic","artistic","pathogen","sex","pathogen","moral","sex","pathogen",3,1,5,5,0,0,4,0,1,6,1,1,3,1,2,5,3,4,4,0,1,9,6,9,7,6,7,6,9,7,6,3,0,1,1,1,1,3,2,4.28571428571429,2,0.857142857142857,2.38095238095238,8.40605406608013
790,"3/29/2023 16:16","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"a","healthy","healthy","artistic","artistic","kind","sexy","sex","pathogen","pathogen","sex","moral","pathogen",2,3,3,4,3,3,4,2,3,3,3,3,4,3,2,3,4,3,4,3,3,3,2,3,4,2,2,2,4,3,5,2,2,1,1,0,1,3,2,3.42857142857143,2.85714285714286,3,3.0952380952381,5.23270330024167
792,"3/29/2023 16:16","en",NA,1,"1",0,"0",23,"1","0",0,NA,NA,"a","kind","wealthy","kind","kind","sexy","artistic","pathogen","sex","sex","sex","sex","sex",3,2,3,4,2,3,3,2,3,3,3,3,4,3,2,3,3,4,2,3,3,6,10,9,9,7,8,9,10,8,7,1,0,3,1,1,0,1,5,3.14285714285714,3,2.57142857142857,2.9047619047619,8.67854575202064
793,"2/6/2023 20:34","en",NA,1,"1",1,"0",33,"1","1",1,6,NA,"a","artistic","kind","sexy","healthy","kind","wealthy","sex","moral","moral","moral","sex","pathogen",5,4,3,5,2,4,5,6,5,1,2,6,5,4,3,5,4,3,2,5,6,9,9,9,9,8,10,9,8,7,9,1,1,2,1,1,3,1,2,4,4.28571428571429,3.85714285714286,4.04761904761905,8.48499329586749
797,"3/7/2023 19:05","en","game",1,"1",0,"0",30,"1","1",1,3,NA,"a","artistic","sexy","sexy","healthy","artistic","wealthy","pathogen","moral","pathogen","moral","moral","sex",3,2,4,4,2,3,4,2,2,3,4,4,3,4,3,2,3,3,2,2,3,6,11,7,6,8,8,7,8,6,6,2,1,0,2,1,3,2,1,3,3.14285714285714,2.71428571428571,2.95238095238095,8.2591084235665
801,"3/29/2023 16:19","en",NA,1,"1",0,"0",40,"1","1",3,7,14,"b","healthy","wealthy","kind","sexy","sexy","sexy","sex","sex","sex","moral","sex","sex",2,0,4,3,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,0,8,7,8,6,6,6,6,8,6,7,0,1,1,3,1,1,0,5,5,1.85714285714286,0,2.28571428571429,8.76746209144036
808,"2/12/2023 17:10","pl",NA,1,"1",6,"1",21,"0","0",0,NA,NA,"b","kind","sexy","healthy","wealthy","sexy","artistic","sex","pathogen","sex","moral","sex","moral",1,6,4,5,6,0,0,3,0,5,0,5,0,6,1,3,5,1,4,6,0,4,6,6,3,7,6,6,6,6,6,1,1,1,2,1,2,1,3,2.57142857142857,1.57142857142857,4.57142857142857,2.9047619047619,7.38735333341779
809,"3/29/2023 16:10","en","game",1,"1",0,"0",54,"1","1",3,11,20,"b","wealthy","kind","kind","artistic","wealthy","kind","pathogen","moral","moral","moral","sex","sex",5,6,5,4,2,3,5,6,4,5,6,4,6,5,3,4,5,3,4,5,6,8,10,9,11,10,11,10,9,11,9,1,0,3,0,2,3,1,2,4.71428571428571,4,5,4.57142857142857,7.68470650694458
810,"2/23/2023 23:54","en","game",1,"1",3,"1",32,"1","1",1,11,NA,"b","sexy","artistic","artistic","kind","kind","sexy","moral","sex","pathogen","pathogen","moral","pathogen",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,2,0,2,2,0,2,3,1,3,3,3,3,8.42820353787542
818,"2/7/2023 1:09","en",NA,1,"1",1,"0",20,"1","0",0,NA,NA,"b","artistic","sexy","kind","kind","artistic","artistic","moral","sex","pathogen","moral","sex","moral",2,5,4,6,0,1,0,0,0,6,0,3,3,0,4,4,0,1,0,0,2,11,4,9,7,1,3,4,11,6,3,3,0,2,1,0,3,1,2,3,2.14285714285714,0.714285714285714,1.95238095238095,6.05187695322816
819,"3/29/2023 16:02","en","game",1,"1",6,"1",30,"1","0",0,NA,NA,"b","wealthy","artistic","artistic","healthy","kind","wealthy","moral","pathogen","sex","moral","pathogen","sex",6,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,3,1,6,1,1,3,2,6,4,6,2,1,1,0,2,2,2,2,2,1.28571428571429,1.57142857142857,1.61904761904762,4.59441539561537
821,"1/29/2023 23:09","pl","KG0902",1,"1",0,"0",27,"1","0",0,NA,NA,"b","artistic","artistic","healthy","sexy","sexy","healthy","moral","pathogen","pathogen","moral","sex","pathogen",1,2,3,1,2,5,3,1,3,1,2,2,3,1,3,1,3,2,3,2,2,3,5,9,7,5,4,5,6,6,2,2,2,0,2,0,2,3,1,1.85714285714286,2.85714285714286,1.85714285714286,2.19047619047619,7.71014138321136
822,"3/21/2023 15:22","en",NA,1,"1",0,"0",25,"1","1",1,1,NA,"a","healthy","healthy","healthy","wealthy","artistic","kind","moral","moral","pathogen","pathogen","pathogen","moral",4,6,5,6,5,5,6,5,1,4,6,6,2,6,5,5,6,1,6,6,6,10,9,11,9,8,9,10,11,11,10,1,3,1,0,1,3,3,0,4.71428571428571,4.14285714285714,5.71428571428571,4.85714285714286,7.76740322909512
824,"12/16/2022 23:04","pl",NA,1,"1",1,"0",29,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","sexy","wealthy","artistic","moral","sex","sex","moral","moral","moral",0,1,3,0,0,2,0,0,1,3,0,1,0,0,3,0,5,5,0,0,6,5,6,10,11,3,6,11,9,9,8,3,0,0,1,2,4,0,2,0.428571428571429,3,0.857142857142857,1.42857142857143,7.14527959679083
