"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal"
416,"12/28/2022 15:19","pl","AB12",1,"1",0,"0",20,"1","0",0,NA,NA,"b","kind","wealthy","artistic","kind","kind","artistic","moral","sex","moral","moral","moral","moral",2,2,3,4,0,1,1,1,1,5,3,0,5,2,3,5,6,2,6,1,5,6,8,8,7,9,6,8,8,8,6,2,3,0,1,5,0,1,4,2.14285714285714,2.14285714285714,2.76190476190476
417,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","artistic",NA,"kind","kind","artistic","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,NA,NA,NA,NA,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286
418,"2/6/2023 20:35","en",NA,1,"0",0,"1",25,"1","0",0,NA,NA,"b","sexy","wealthy","kind","wealthy","sexy","kind","moral","sex","pathogen","moral","sex","moral",2,3,5,6,5,4,3,5,4,5,4,4,3,4,3,4,5,3,2,3,2,5,9,10,7,6,9,6,7,8,9,0,2,2,2,3,1,2,3.57142857142857,3.57142857142857,4.14285714285714,3.76190476190476
419,"1/7/2023 21:49","pl","KG0902",1,"1",0,"0",20,"1","0",0,NA,NA,"a","kind","sexy","wealthy","artistic","sexy","artistic","moral","moral","sex","moral","pathogen","sex",0,0,1,4,0,0,0,0,0,6,0,0,0,0,1,0,3,4,0,0,0,7,9,8,7,8,6,6,7,10,8,2,1,2,1,3,1,2,1.42857142857143,0.857142857142857,0.428571428571429,0.904761904761905
421,"3/29/2023 16:25","en",NA,1,"1",0,"0",23,"0","0",0,NA,NA,"a","artistic","wealthy","wealthy","artistic","artistic","sexy","moral","moral","moral","moral","moral","moral",5,3,4,4,3,5,1,2,5,5,6,5,6,3,6,2,6,5,6,0,5,8,10,10,8,6,9,10,10,6,6,3,0,1,2,6,0,0,4.14285714285714,5,3.28571428571429,4.14285714285714
422,"12/17/2022 3:01","pl",NA,1,"0",0,"1",25,"0","0",0,NA,NA,"b","artistic","sexy","artistic","artistic","kind","artistic","moral","pathogen","moral","moral","sex","sex",1,1,3,5,0,1,0,0,2,5,0,3,2,0,1,1,5,4,4,1,4,4,7,9,4,7,6,7,9,8,9,4,1,1,0,3,1,2,2.57142857142857,2.57142857142857,1,2.04761904761905
423,"1/23/2023 17:15","pl","INSTAGRAM STUDY",1,"0",1,"1",22,"1","0",0,NA,NA,"a","artistic","wealthy","kind","kind","artistic","sexy","pathogen","pathogen","pathogen","moral","pathogen","sex",1,5,1,5,6,0,1,2,4,6,6,5,6,5,5,4,6,6,6,5,4,6,7,6,6,5,6,7,8,7,7,2,2,1,1,1,4,1,4.14285714285714,3.57142857142857,5,4.23809523809524
424,"2/13/2023 20:57","pl","AB12",1,"1",0,"0",25,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","sexy","wealthy","artistic","moral","pathogen","moral","pathogen","moral","moral",4,0,3,6,0,1,0,0,1,6,1,3,2,0,3,5,2,0,5,0,3,7,6,7,4,6,7,9,6,11,10,3,0,1,2,4,2,0,4,2,0.428571428571429,2.14285714285714
425,"1/23/2023 21:59","pl",NA,1,"1",2,"0",22,"1","0",0,NA,NA,"b","artistic",NA,"artistic","artistic","wealthy","artistic","moral","pathogen","pathogen","moral","moral","pathogen",0,2,5,5,0,0,0,0,2,5,2,2,2,0,1,2,1,1,3,0,3,8,4,8,9,7,6,6,10,8,8,NA,NA,NA,NA,3,3,0,2.42857142857143,2,0.714285714285714,1.71428571428571
428,"2/14/2023 11:37","en",NA,1,"1",3,"0",22,"0","0",0,NA,NA,"b","artistic",NA,"artistic","kind","sexy","artistic","pathogen","pathogen","moral","moral","sex","moral",5,6,4,5,0,0,0,4,4,6,6,3,1,6,4,3,6,5,4,0,0,8,7,9,7,6,8,8,9,8,9,NA,NA,NA,NA,3,2,1,3.42857142857143,2.85714285714286,4,3.42857142857143
429,"1/5/2023 15:28","pl","kg902",1,"0",2,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","artistic","sex","moral","sex","sex","moral","moral",2,3,5,4,0,3,2,1,3,4,2,6,3,2,3,4,6,4,4,3,5,8,8,9,7,7,8,8,9,7,8,3,0,2,1,3,0,3,3.28571428571429,4.14285714285714,2.42857142857143,3.28571428571429
431,"3/29/2023 16:50","en",NA,1,"0",1,"1",22,"2","1",1,5,NA,"b","sexy","kind","kind","artistic","wealthy","artistic","moral","moral","pathogen","sex","sex","sex",0,3,6,5,0,1,2,0,3,3,2,6,6,3,5,3,1,6,6,2,6,9,4,10,7,4,7,7,6,6,7,2,2,1,1,2,1,3,3.57142857142857,4.71428571428571,1.57142857142857,3.28571428571429
433,"1/4/2023 20:35","pl","KG0902",1,"0",1,"1",36,"0","0",0,NA,NA,"a","wealthy","artistic","kind","kind","sexy","kind","moral","moral","moral","moral","moral","sex",4,3,6,6,1,1,3,1,4,6,2,4,6,4,4,1,3,6,4,2,4,7,8,6,8,8,5,6,9,7,6,1,3,1,1,5,0,1,4.28571428571429,4.14285714285714,2.28571428571429,3.57142857142857
434,"2/7/2023 0:46","en","game",1,"1",0,"0",34,"0","0",0,NA,NA,"b","artistic","sexy","kind","artistic","wealthy","kind","moral","sex","pathogen","moral","moral","moral",0,3,5,4,1,6,0,1,4,4,5,3,1,1,5,4,0,2,2,1,1,6,3,7,6,1,6,7,7,7,6,2,2,1,1,4,1,1,2.14285714285714,3.71428571428571,1.71428571428571,2.52380952380952
435,"2/24/2023 1:49","en","game",1,"1",6,"1",22,"0","0",0,NA,NA,"a","artistic","sexy","artistic","sexy","kind","sexy","moral","sex","moral","moral","moral","moral",3,2,4,3,0,3,0,0,0,4,2,5,0,2,4,0,2,5,0,0,6,6,6,7,4,5,8,6,6,7,8,2,1,3,0,5,0,1,1.42857142857143,3.85714285714286,1.14285714285714,2.14285714285714
436,"2/12/2023 14:27","pl",NA,1,"1",6,"1",19,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","artistic","artistic","pathogen","pathogen","moral","moral","sex","pathogen",0,0,1,4,0,3,0,0,1,5,0,6,6,0,0,2,0,2,3,0,4,7,4,10,8,4,7,9,10,8,6,4,1,1,0,2,3,1,2.85714285714286,2.42857142857143,0,1.76190476190476
437,"3/8/2023 1:50","en","game",1,"1",4,"1",26,"1","0",0,NA,NA,"a","wealthy","artistic","kind","sexy","artistic","wealthy","moral","sex","sex","moral","moral","sex",3,4,3,4,5,6,5,4,3,4,5,3,2,4,5,6,4,3,4,5,4,10,6,5,3,2,9,3,2,8,5,2,1,1,2,3,0,3,4,3.85714285714286,4.42857142857143,4.09523809523809
438,"12/16/2022 20:53","pl",NA,1,"1",0,"0",22,"0","0",0,NA,NA,"b","kind",NA,"kind","kind","kind","kind","moral","pathogen","moral","moral","moral","moral",5,4,5,6,0,2,0,0,0,6,2,4,3,1,2,4,6,1,6,1,6,3,9,9,7,9,7,9,9,7,6,NA,NA,NA,NA,5,1,0,4.28571428571429,2.85714285714286,2,3.04761904761905
440,"2/24/2023 0:24","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"a","wealthy","artistic","wealthy","wealthy","sexy","kind","moral","pathogen","sex","moral","pathogen","sex",5,3,2,3,4,5,3,2,4,5,2,4,3,2,5,4,3,2,3,4,3,8,7,6,9,6,9,8,7,6,8,1,1,1,3,2,2,2,3.71428571428571,3.57142857142857,2.85714285714286,3.38095238095238
441,"2/24/2023 0:03","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"a","artistic","kind","artistic","artistic","kind","artistic","moral","pathogen","pathogen","moral","moral","pathogen",2,1,2,3,4,2,1,3,4,2,3,1,2,4,2,1,4,2,3,4,2,6,8,7,6,8,6,8,7,8,5,4,2,0,0,3,3,0,2,2.14285714285714,3.28571428571429,2.47619047619048
443,"1/29/2023 15:40","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","artistic",NA,"kind","kind","artistic","sexy","moral","moral","pathogen","moral","sex","sex",3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,NA,NA,NA,NA,3,1,2,3.28571428571429,5,3.28571428571429,3.85714285714286
444,"1/7/2023 14:02","pl","KG0902",1,"0",1,"1",47,"1","1",3,9,18,"b","wealthy","kind","sexy","artistic","sexy","kind","moral","pathogen","moral","pathogen","moral","moral",0,3,5,3,5,5,2,1,3,6,1,1,4,0,4,5,5,0,6,6,3,6,6,6,6,4,6,6,6,6,6,1,2,2,1,4,2,0,3.71428571428571,3,3,3.23809523809524
445,"2/24/2023 1:54","en",NA,1,"0",3,"1",28,"1","0",0,NA,NA,"a","artistic","sexy","sexy","kind","sexy","sexy","moral","sex","pathogen","moral","sex","moral",1,2,5,5,0,0,5,3,0,5,3,6,6,4,1,6,4,5,5,5,4,11,5,6,6,4,8,5,9,6,6,1,1,4,0,3,1,2,4.71428571428571,3,3,3.57142857142857
446,"1/5/2023 15:36","pl","KG0902",1,"1",0,"0",22,"1","0",0,NA,NA,"a","wealthy","wealthy","kind","kind","sexy","sexy","sex","moral","pathogen","moral","sex","pathogen",3,1,4,6,0,1,0,1,2,3,0,2,4,2,2,1,2,5,2,6,4,5,7,8,7,8,6,6,8,9,6,0,2,2,2,2,2,2,2.71428571428571,2.85714285714286,1.71428571428571,2.42857142857143
447,"2/6/2023 22:47","en","game",1,"0",0,"1",45,"1","1",2,13,15,"b","artistic","artistic","kind","kind","kind","kind","pathogen","pathogen","pathogen","pathogen","pathogen","pathogen",5,5,5,6,5,4,5,5,3,5,5,3,5,5,6,5,3,4,5,6,4,7,6,8,8,6,6,6,7,7,6,2,4,0,0,0,6,0,5.14285714285714,4.14285714285714,4.85714285714286,4.71428571428571
449,"12/17/2022 2:47","pl",NA,1,"1",0,"0",28,"0","0",0,NA,NA,"a","artistic","sexy","kind","kind","wealthy","sexy","moral","moral","sex","pathogen","moral","moral",2,1,5,6,0,1,5,1,1,6,0,6,5,0,4,5,3,5,2,0,1,8,9,10,10,9,7,8,7,9,6,1,2,2,1,4,1,1,4.42857142857143,3.28571428571429,0.714285714285714,2.80952380952381
450,"1/30/2023 2:43","pl","KG0902",1,"0",0,"1",25,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","artistic","artistic","artistic","moral","pathogen","moral","moral","moral","moral",5,0,4,6,0,0,0,0,0,4,0,4,5,0,4,4,3,5,5,1,4,8,7,9,7,6,6,8,9,8,7,5,0,0,1,5,1,0,4.14285714285714,3,0.571428571428571,2.57142857142857
451,"2/12/2023 11:26","pl",NA,1,"1",6,"1",20,"0","0",0,NA,NA,"b","sexy","kind","kind","wealthy","kind","sexy","moral","moral","moral","sex","sex","sex",0,2,5,3,0,3,1,0,4,4,1,5,2,0,3,0,3,6,2,0,6,6,7,5,10,6,7,8,5,11,11,0,3,2,1,3,0,3,1.71428571428571,4.57142857142857,0.857142857142857,2.38095238095238
452,"12/16/2022 19:56","pl",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","kind","sexy","kind","artistic","sexy","artistic","moral","sex","moral","sex","moral","sex",0,0,1,5,0,3,4,0,5,6,0,1,5,0,2,3,4,3,5,0,4,7,8,8,9,6,9,7,8,10,7,2,2,2,0,3,0,3,4,2.71428571428571,0.571428571428571,2.42857142857143
454,"1/29/2023 16:26","pl","KG0902",1,"1",1,"0",23,"1","0",0,NA,NA,"b","artistic","kind","artistic","kind","wealthy","kind","moral","moral","pathogen","moral","sex","sex",6,1,4,6,0,0,1,0,2,5,0,3,1,0,1,3,3,4,4,1,2,8,6,8,5,7,7,7,8,7,7,2,3,0,1,3,1,2,3.71428571428571,2.28571428571429,0.714285714285714,2.23809523809524
455,"12/17/2022 16:04","pl",NA,1,"0",2,"1",24,"2","0",0,NA,NA,"b","sexy","wealthy","sexy","artistic","artistic","sexy","moral","moral","sex","sex","moral","moral",2,5,5,4,1,2,3,1,3,4,2,5,4,3,3,1,5,6,2,4,5,6,6,4,4,6,6,7,7,6,6,2,0,3,1,4,0,2,2.85714285714286,4.14285714285714,3,3.33333333333333
456,"1/7/2023 21:43","pl","KG0902 ",1,"0",3,"0",22,"0","0",0,NA,NA,"b","sexy","wealthy","artistic","kind","artistic","artistic","moral","sex","pathogen","moral","moral","sex",3,5,2,3,1,2,0,1,2,5,5,3,1,1,3,4,5,4,4,1,6,7,7,8,4,5,7,7,7,6,7,3,1,1,1,3,1,2,2.85714285714286,3.14285714285714,2.71428571428571,2.9047619047619
457,"12/28/2022 16:35","pl","AB12",1,"0",1,"1",22,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","wealthy","artistic","moral","moral","moral","pathogen","moral","moral",3,6,5,5,6,4,2,1,4,3,6,6,4,6,4,1,6,6,5,5,5,7,4,6,1,6,6,6,6,6,6,4,1,0,1,5,1,0,3.28571428571429,4.85714285714286,5.14285714285714,4.42857142857143
458,"12/28/2022 19:01","pl","AB12",1,"0",0,"1",24,"1","1",1,1,NA,"b","artistic","wealthy","kind","wealthy","sexy","artistic","moral","moral","moral","moral","sex","sex",6,6,6,6,6,1,6,6,2,6,6,6,3,6,3,6,6,6,6,5,5,10,8,11,6,7,7,7,11,11,7,2,1,1,2,4,0,2,5.57142857142857,4.14285714285714,5.85714285714286,5.19047619047619
459,"2/2/2023 15:43","pl",NA,1,"1",3,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","moral","pathogen","moral","moral","moral","sex",0,5,2,6,0,6,0,0,4,6,1,4,6,0,6,3,5,5,4,0,6,6,6,7,8,2,6,7,9,9,6,5,0,0,1,4,1,1,3.57142857142857,4.71428571428571,1.57142857142857,3.28571428571429
463,"2/12/2023 10:36","pl",NA,1,"1",5,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","artistic","artistic","moral","moral","pathogen","pathogen","sex","moral",4,3,3,5,0,0,3,0,1,5,2,1,3,0,1,2,4,4,4,0,3,7,6,8,6,7,7,6,7,8,7,4,1,0,1,3,2,1,3.71428571428571,1.85714285714286,1.28571428571429,2.28571428571429
464,"2/6/2023 22:48","en",NA,1,"1",0,"0",37,"1","1",3,8,17,"b","kind","wealthy","artistic","artistic","sexy","sexy","moral","sex","pathogen","moral","moral","moral",2,6,6,6,3,6,2,1,5,6,3,6,6,4,6,4,3,6,5,0,6,6,6,10,1,10,9,9,10,7,10,2,1,2,1,4,1,1,4.42857142857143,5.85714285714286,2.85714285714286,4.38095238095238
465,"12/18/2022 12:43","pl",NA,1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","moral","moral","pathogen","moral","pathogen","moral",5,0,1,0,4,6,0,3,5,6,0,6,0,5,5,2,4,6,6,1,5,9,11,11,11,11,11,11,11,11,11,0,0,5,1,4,2,0,2.71428571428571,4.85714285714286,2.42857142857143,3.33333333333333
466,"2/22/2023 0:03","pl","AB12",1,"1",0,"0",23,"2","0",0,NA,NA,"a","sexy","artistic","kind","kind","wealthy","artistic","pathogen","pathogen","pathogen","sex","moral","moral",0,4,6,2,0,4,3,3,5,3,3,3,3,3,2,3,3,4,4,0,2,4,8,10,6,4,6,6,6,6,5,2,2,1,1,2,3,1,2.57142857142857,3.71428571428571,2.28571428571429,2.85714285714286
468,"1/6/2023 11:35","pl",NA,1,"0",1,"1",30,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","sexy","kind","moral","pathogen","sex","moral","sex","sex",1,0,5,4,0,2,1,0,4,4,1,4,1,2,2,3,5,5,2,1,5,7,7,10,8,6,7,7,8,7,8,1,2,2,1,2,1,3,2.28571428571429,3.85714285714286,1.28571428571429,2.47619047619048
470,"1/7/2023 21:29","pl","KG0902",1,"1",0,"0",21,"0","0",0,NA,NA,"b","sexy","sexy","wealthy","artistic","sexy","sexy","moral","sex","sex","sex","moral","sex",0,0,5,2,0,2,0,0,1,5,6,4,0,0,3,0,0,4,0,0,2,11,10,7,10,9,6,6,6,11,6,1,0,4,1,2,0,4,1,3,0.857142857142857,1.61904761904762
471,"3/29/2023 16:10","en","game",1,"1",1,"0",18,"1","0",0,NA,NA,"b","sexy","sexy","artistic","artistic","wealthy","kind","pathogen","sex","pathogen","moral","moral","pathogen",5,4,6,6,0,4,5,3,4,6,1,6,6,4,5,4,3,5,6,4,4,5,6,8,8,6,6,8,8,8,7,2,1,2,1,2,3,1,5.42857142857143,4.85714285714286,2.71428571428571,4.33333333333333
472,"12/17/2022 22:27","pl",NA,1,"0",1,"1",28,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","moral","sex","moral","moral","moral","sex",4,4,2,4,0,1,1,1,0,6,3,4,4,5,4,3,6,3,2,2,3,6,7,6,5,8,6,8,8,7,8,5,0,0,1,4,0,2,3.42857142857143,2.42857142857143,3,2.95238095238095
475,"2/28/2023 0:22","pl",NA,1,"0",5,"0",20,"0","0",0,NA,NA,"a","kind","kind","kind","artistic","kind","kind","moral","pathogen","moral","moral","pathogen","moral",3,6,6,6,1,4,0,0,3,6,0,6,6,6,4,3,5,6,6,2,5,7,10,11,8,7,8,10,11,8,7,1,5,0,0,4,2,0,4.28571428571429,4.85714285714286,2.85714285714286,4
477,"12/16/2022 16:59","pl",NA,1,"1",5,"1",28,"0","0",0,NA,NA,"b","wealthy","sexy","artistic","artistic","sexy","sexy","sex","moral","moral","pathogen","sex","sex",3,4,5,5,1,3,2,2,3,5,4,5,6,1,5,3,5,5,5,3,3,10,11,10,8,7,10,11,11,11,7,2,0,3,1,2,1,3,4.14285714285714,4.14285714285714,2.85714285714286,3.71428571428571
478,"2/6/2023 20:55","en","game",1,"1",0,"0",34,"1","0",0,NA,NA,"b","artistic","kind","artistic","artistic","wealthy","artistic","moral","sex","pathogen","moral","pathogen","pathogen",2,5,5,4,0,1,3,1,2,3,1,4,4,0,4,3,2,4,4,1,4,6,6,5,6,7,5,6,7,7,6,4,1,0,1,2,3,1,3.28571428571429,3.42857142857143,1.42857142857143,2.71428571428571
479,"12/27/2022 23:09","pl","AB12",1,"0",0,"1",23,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","artistic","artistic","moral","sex","moral","moral","moral","moral",4,6,5,6,2,4,1,5,5,6,4,5,5,1,5,5,6,5,6,5,3,6,7,8,6,6,6,9,8,7,8,4,1,1,0,5,0,1,4.71428571428571,4.57142857142857,4.14285714285714,4.47619047619048
480,"1/8/2023 19:32","pl","KG0902 ",1,"0",1,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","artistic","kind","sexy","wealthy","sex","moral","sex","moral","sex","sex",3,2,2,4,1,0,2,1,1,6,2,5,5,3,1,4,5,5,5,1,2,8,4,6,6,6,8,6,6,7,6,1,1,3,1,2,0,4,4.14285714285714,2.28571428571429,2.14285714285714,2.85714285714286
481,"3/3/2023 21:13","pl","INSTAGRAM STUDY",1,"0",4,"0",26,"0","0",0,NA,NA,"b","kind","kind","artistic","kind","artistic","artistic","pathogen","pathogen","sex","sex","sex","moral",4,6,5,5,0,1,1,0,1,3,3,3,3,1,4,4,3,5,3,0,1,9,6,8,2,6,6,6,6,6,6,3,3,0,0,1,2,3,3.28571428571429,2.85714285714286,1.85714285714286,2.66666666666667
483,"2/6/2023 22:07","en","Game",1,"0",0,"1",22,"1","1",2,1,5,"b","artistic","sexy","artistic","artistic","wealthy","artistic","moral","moral","sex","pathogen","moral","moral",0,4,6,3,0,0,0,4,3,6,6,6,0,3,4,0,3,6,0,0,3,11,6,11,6,3,9,6,11,11,5,4,0,1,1,4,1,1,1.28571428571429,4,2.85714285714286,2.71428571428571
484,"12/16/2022 18:53","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"a","sexy","sexy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","sex",5,5,6,6,2,6,0,0,6,6,1,6,3,1,6,5,4,6,2,4,6,4,10,7,7,5,3,9,10,9,6,0,2,4,0,3,0,3,3.85714285714286,6,2.42857142857143,4.09523809523809
485,"1/9/2023 20:01","pl",NA,1,"0",2,"1",25,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","sexy","kind","moral","moral","sex","moral","sex","moral",4,4,2,3,0,1,0,0,1,6,5,4,3,1,2,3,4,6,4,2,0,6,4,8,3,11,6,6,7,7,6,1,2,2,1,4,0,2,3.28571428571429,2.28571428571429,2.28571428571429,2.61904761904762
486,"2/12/2023 23:31","pl",NA,1,"1",5,"1",20,"0","0",0,NA,NA,"b","sexy",NA,"artistic","sexy","wealthy","kind","moral","pathogen","moral","pathogen","moral","moral",3,2,5,4,0,1,0,0,1,4,0,6,3,0,3,4,1,5,3,0,6,2,6,6,7,6,4,8,8,8,8,NA,NA,NA,NA,4,2,0,3,3.85714285714286,0.428571428571429,2.42857142857143
487,"3/10/2023 23:03","en",NA,1,"1",0,"0",35,"1","1",2,5,8,"a","wealthy",NA,"kind","artistic","kind","artistic","sex","pathogen","sex","pathogen","sex","sex",1,1,0,1,1,0,6,5,6,4,4,2,3,4,3,4,4,5,4,5,3,4,3,2,5,6,4,2,11,11,11,NA,NA,NA,NA,0,2,4,3.28571428571429,2.71428571428571,3.42857142857143,3.14285714285714
488,"12/17/2022 20:03","pl",NA,1,"0",4,"0",24,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","sexy","artistic","moral","moral","pathogen","pathogen","sex","sex",0,2,5,1,0,3,2,1,2,3,3,5,2,0,2,1,6,6,2,0,3,6,9,9,9,7,9,9,10,10,9,3,0,3,0,2,2,2,1.57142857142857,3.71428571428571,1.71428571428571,2.33333333333333
489,"3/29/2023 16:16","en",NA,1,"0",0,"1",40,"1","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","wealthy","artistic","moral","sex","sex","moral","sex","sex",4,2,4,5,1,3,4,1,3,6,3,4,6,2,4,5,3,5,5,4,4,5,5,8,6,5,6,6,9,6,6,3,1,0,2,2,0,4,5,3.85714285714286,2.28571428571429,3.71428571428571
490,"1/2/2023 22:10","pl","KG0902",1,"0",2,"1",20,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","wealthy","wealthy","kind","moral","sex","sex","moral","sex","moral",5,2,5,5,1,3,0,0,0,4,0,4,5,1,5,3,6,2,4,1,4,7,5,7,8,7,7,10,6,9,8,1,1,1,3,3,0,3,3.71428571428571,3.28571428571429,1.57142857142857,2.85714285714286
491,"3/7/2023 18:48","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"b","kind","artistic","wealthy","wealthy","wealthy","kind","pathogen","sex","pathogen","moral","sex","sex",5,3,5,6,5,6,4,5,4,3,4,3,4,5,4,5,6,4,5,6,5,3,2,4,2,6,3,6,8,10,8,1,2,0,3,1,2,3,4.57142857142857,4.42857142857143,4.85714285714286,4.61904761904762
492,"2/24/2023 0:07","en","game",1,"0",0,"1",68,"0","1",1,49,NA,"b","artistic","artistic","artistic","artistic","artistic","kind","pathogen","sex","pathogen","pathogen","sex","sex",3,3,4,6,4,2,6,0,2,6,3,1,6,5,3,6,4,5,6,0,1,8,2,11,6,11,6,8,11,6,10,5,1,0,0,0,3,3,5.57142857142857,2.57142857142857,2.71428571428571,3.61904761904762
493,"2/6/2023 22:04","en","game",1,"1",0,"0",25,"1","1",1,6,NA,"a","kind","artistic","wealthy","artistic","kind","artistic","sex","sex","pathogen","pathogen","sex","sex",5,4,5,4,5,6,4,4,5,4,3,3,2,3,4,3,2,3,4,5,4,9,8,6,7,9,7,9,9,8,9,3,2,0,1,0,2,4,3.71428571428571,4.28571428571429,3.71428571428571,3.9047619047619
495,"3/21/2023 15:11","en","game",1,"1",0,"0",27,"1","1",1,2,NA,"a","wealthy","kind","artistic","kind","artistic","artistic","moral","pathogen","moral","moral","sex","moral",4,3,2,4,5,4,3,2,4,5,4,4,3,5,6,3,2,1,4,3,5,9,4,7,3,8,2,8,4,6,3,3,2,0,1,4,1,1,3.71428571428571,3.71428571428571,3.42857142857143,3.61904761904762
496,"2/6/2023 21:57","en","game",1,"1",3,"0",32,"1","1",1,2,NA,"a","kind","wealthy","wealthy","kind","kind","kind","sex","sex","pathogen","sex","pathogen","sex",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,0,4,0,2,0,2,4,2.57142857142857,2.42857142857143,2.57142857142857,2.52380952380952
497,"12/19/2022 10:36","pl",NA,1,"1",0,"0",29,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","kind","sexy","sex","pathogen","sex","pathogen","sex","sex",5,0,1,5,0,1,3,0,1,5,0,1,5,3,3,4,2,1,5,1,5,9,8,6,10,8,6,8,10,9,6,2,1,3,0,0,2,4,4.57142857142857,1.85714285714286,0.857142857142857,2.42857142857143
498,"3/29/2023 16:12","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","sexy","kind","kind","sexy","kind","artistic","sex","sex","moral","sex","moral","sex",1,2,3,2,2,3,2,3,2,3,3,2,1,2,1,2,3,4,3,3,4,7,7,7,9,8,9,8,9,7,9,1,3,2,0,2,0,4,2,2.71428571428571,2.57142857142857,2.42857142857143
499,"3/3/2023 14:24","pl","INSTAGRAM STUDY",1,"1",5,"1",26,"1","0",0,NA,NA,"b","artistic","artistic","artistic","kind","artistic","artistic","sex","pathogen","moral","moral","sex","sex",3,2,5,6,0,1,2,0,2,6,3,4,5,1,3,4,2,4,5,0,2,8,7,9,5,10,7,6,8,8,7,5,1,0,0,2,1,3,4.42857142857143,3,1.14285714285714,2.85714285714286
501,"1/4/2023 0:26","pl","KG0902",1,"1",0,"0",21,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","sexy","wealthy","artistic","moral","pathogen","moral","pathogen","sex","sex",4,1,3,6,0,5,1,0,0,1,1,6,4,3,4,6,3,0,5,1,0,7,9,10,6,9,6,9,9,9,6,2,0,1,3,2,2,2,3.85714285714286,2.57142857142857,1.28571428571429,2.57142857142857
502,"1/29/2023 16:19","pl","KG0902",1,"0",1,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","wealthy","kind","pathogen","sex","pathogen","pathogen","moral","pathogen",0,5,4,0,0,0,0,0,3,0,2,5,0,3,3,0,5,2,0,0,2,2,6,7,7,6,6,7,7,7,7,2,1,1,2,1,4,1,0,2.71428571428571,2.14285714285714,1.61904761904762
504,"1/30/2023 17:40","pl","MISIAK",1,"1",6,"1",30,"1","0",0,NA,NA,"b","artistic","artistic","kind","kind","artistic","artistic","moral","sex","pathogen","pathogen","moral","sex",4,6,3,5,0,0,5,0,0,6,2,5,6,0,0,6,4,5,5,0,4,8,7,9,5,8,6,7,8,6,6,4,2,0,0,2,2,2,5.28571428571429,2.42857142857143,1.71428571428571,3.14285714285714
